song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
What Makes You Country,2019-02-23,Luke Bryan,64,63.0,63,7,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Armed And Dangerous,2019-02-23,Juice WRLD,65,62.0,44,14,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Millionaire,2019-02-23,Chris Stapleton,66,69.0,66,10,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Pure Cocaine,2019-02-23,Lil Baby,67,57.0,46,10,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy
Close Friends,2019-02-23,Lil Baby,68,99.0,28,16,5289ec9d-42ba-44ef-b5b6-40d2f0808efb,,,,,,,,,
Sixteen,2019-02-23,Thomas Rhett,69,55.0,42,14,5ea5b5de-1312-43f1-983e-9d753434b2f3,danceable,pop,female,not_aggressive,voice,106.918266296,C#,0.883783698082,not_happy
Love Someone,2019-02-23,Lukas Graham,70,72.0,70,7,c66ab8df-a941-4d63-8ae6-925fe85e8162,,,,,,,,,
Calling My Spirit,2019-02-23,Kodak Black,71,67.0,46,11,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy
Put A Date On It,2019-02-23,Yo Gotti Featuring Lil Baby,72,59.0,59,3,e5f7fed2-4c4e-432d-bb6b-d0d21d9e64cb,,,,,,,,,
Uproar,2019-02-23,Lil Wayne,73,65.0,7,20,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy
Ella Quiere Beber,2019-02-23,Anuel AA & Romeo Santos,74,68.0,61,15,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy
Lovely,2019-02-23,Billie Eilish & Khalid,75,66.0,64,16,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy
You,2019-02-23,Jacquees,77,70.0,58,12,5261a39c-c5f7-41b5-9540-99cc77bf434b,not_danceable,rhy,male,not_aggressive,instrumental,114.997146606,C#,0.710961341858,not_happy
When The Party's Over,2019-02-23,Billie Eilish,78,61.0,52,17,ba7a88da-f864-4ead-9a63-36f92d10de46,not_danceable,rhy,female,not_aggressive,voice,123.452804565,A,0.0136189134791,not_happy
Good Girl,2019-02-23,Dustin Lynch,83,71.0,44,14,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy
Make It Sweet,2019-02-23,Old Dominion,84,87.0,84,7,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Burn Out,2019-02-23,Midland,85,93.0,85,6,7f96682b-14fb-4bb5-9723-89cdddf73906,,,,,,100.030319214,,0.925558447838,
Ruin My Life,2019-02-23,Zara Larsson,86,78.0,76,7,f5b74201-357b-4078-bd62-996eb114c5f1,,,,,,,,,
Love Wins,2019-02-23,Carrie Underwood,87,84.0,83,7,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy
Yosemite,2019-02-23,Travis Scott,90,77.0,25,17,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Miss Me More,2019-02-23,Kelsea Ballerini,91,95.0,91,2,9fadef88-9f19-4b9b-a67f-f369eb78dd2c,danceable,pop,female,not_aggressive,voice,95.9835739136,D,0.897515833378,not_happy
Here Tonight,2019-02-23,Brett Young,92,89.0,88,6,562c319d-570d-4c6f-bdd7-98b0bb993af1,danceable,roc,male,not_aggressive,voice,95.8107070923,B,0.810961723328,not_happy
Talk To Me,2019-02-23,Tory Lanez & Rich The Kid,96,83.0,43,16,d8fc566e-659f-46ad-b177-436229cc86ca,danceable,rhy,female,not_aggressive,instrumental,79.9510574341,A,0.889330148697,not_happy
Splashin,2019-02-23,Rich The Kid,97,90.0,90,4,1512af1b-55e5-4f4a-9c10-542e900199c7,danceable,rhy,male,not_aggressive,voice,99.8042755127,A#,0.919597387314,not_happy
Without Me,2019-03-02,Halsey,2,4.0,1,20,e8460878-6581-4d57-9692-aee1d15009e7,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-03-02,Post Malone & Swae Lee,3,5.0,1,18,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy
"Thank U, Next",2019-03-02,Ariana Grande,4,3.0,1,16,274b3a7b-64bd-4af3-9af9-dd41277ddc17,danceable,pop,female,not_aggressive,instrumental,106.948425293,A#,0.90352076292,happy
Please Me,2019-03-02,Cardi B & Bruno Mars,5,,5,1,fe4c55b2-1a6e-48b2-991a-1fbe2be9eaf1,danceable,pop,female,not_aggressive,instrumental,133.96182251,A#,0.867882609367,not_happy
Happier,2019-03-02,Marshmello & Bastille,6,6.0,2,27,63b22191-d27c-44f8-b393-d548fe734f3b,,,,,,,,,
Sicko Mode,2019-03-02,Travis Scott,7,7.0,1,29,69913c93-47b1-4196-acc9-f492f6db35f5,,,,,,,,,
"Break Up With Your Girlfriend, I'm Bored",2019-03-02,Ariana Grande,8,2.0,2,2,58c94a5d-0156-40da-b11e-dbfdc8d50a85,,,,,,,,,
High Hopes,2019-03-02,Panic! At The Disco,9,8.0,4,29,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy
Wow.,2019-03-02,Post Malone,10,9.0,8,9,a6d85260-c6fa-4099-9884-92a4f86f636c,danceable,rhy,female,not_aggressive,voice,100.00289917,A#,0.841975152493,not_happy
Middle Child,2019-03-02,J. Cole,11,11.0,4,5,3f48a631-dea1-480d-9433-f3b97e63246a,danceable,rhy,female,not_aggressive,voice,123.875442505,A#,0.805558085442,not_happy
Eastside,2019-03-02,"benny blanco, Halsey & Khalid",12,10.0,9,32,787087cb-cb94-442d-98dd-2eddc59f1f84,danceable,rhy,female,not_aggressive,voice,89.8307800293,D,0.846083641052,not_happy
Thotiana,2019-03-02,Blueface,13,20.0,13,6,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy
Murder On My Mind,2019-03-02,YNW Melly,14,59.0,14,5,fdb154f1-7019-476e-bfa9-b077e1cb1942,danceable,rhy,female,not_aggressive,voice,114.920906067,C,0.745246529579,not_happy
Money,2019-03-02,Cardi B,16,19.0,13,18,765b0769-7801-486e-986c-0b0e2967efba,,,,,,,,,
Shallow,2019-03-02,Lady Gaga & Bradley Cooper,21,18.0,5,21,e8191687-56bf-4e69-860f-a898735ec268,,,,,,,,,
Beautiful Crazy,2019-03-02,Luke Combs,23,36.0,23,15,3b1894a2-7988-48fa-91d4-ae036272ef38,,,,,,,,,
Dancing With A Stranger,2019-03-02,Sam Smith & Normani,25,30.0,25,6,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Youngblood,2019-03-02,5 Seconds Of Summer,26,34.0,7,38,65a9d41d-9034-49d7-afa8-d7e227742898,,,,,,,,,
Robbery,2019-03-02,Juice WRLD,27,,27,1,f13e6235-1579-452c-ba1e-f4d365abc7f1,danceable,rhy,female,not_aggressive,voice,80.0631942749,D,0.741628170013,happy
Better Now,2019-03-02,Post Malone,28,29.0,3,43,f43c350b-0212-45fd-9d88-6590825a2c3b,,,,,,,,,
Sweet But Psycho,2019-03-02,Ava Max,29,37.0,29,10,745cc4a1-b551-44d1-9d47-cc6ef7ad97b9,danceable,pop,female,not_aggressive,voice,132.992660522,C#,0.925689935684,happy
Be Alright,2019-03-02,Dean Lewis,30,46.0,30,17,08467bce-dc5d-43f5-b591-fe3ecf1b956c,,,,,,,,,
Tequila,2019-03-02,Dan + Shay,31,31.0,21,42,9703cf42-53d5-42e1-8159-93ff890eec3e,danceable,pop,male,not_aggressive,voice,85.9320831299,B,0.89390206337,not_happy
Bury A Friend,2019-03-02,Billie Eilish,32,32.0,14,4,82d33fb0-6ce8-4e5b-b89d-f61d3692529c,,,,,,,,,
I Like It,2019-03-02,"Cardi B, Bad Bunny & J Balvin",33,45.0,1,46,93951877-d1ad-4ebd-a41a-3d818d237cca,danceable,hip,male,not_aggressive,instrumental,135.991790771,F,0.845757007599,not_happy
You Say,2019-03-02,Lauren Daigle,34,40.0,34,32,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Leave Me Alone,2019-03-02,Flipp Dinero,35,33.0,20,23,473f3033-87c5-49db-83df-b751cbb6108d,danceable,rhy,female,not_aggressive,voice,150.245819092,A#,0.787597715855,not_happy
Mo Bamba,2019-03-02,Sheck Wes,40,41.0,6,26,a36d5faf-376b-41f7-ba54-97df8f2e17ca,,,,,,,,,
Lucid Dreams,2019-03-02,Juice WRLD,41,43.0,2,41,f7f36033-0902-460f-8416-52b1e62f66ce,,,,,,,,,
Envy Me,2019-03-02,Calboy,42,50.0,41,10,4c13c951-2c72-4f02-a0d2-33768e997281,danceable,rhy,female,not_aggressive,voice,148.935302734,G#,0.729880750179,not_happy
This Is It,2019-03-02,Scotty McCreery,45,52.0,42,11,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy
NASA,2019-03-02,Ariana Grande,46,17.0,17,2,e9ac7a68-d666-4dc6-9e9e-619e2d5fd359,danceable,rhy,female,not_aggressive,voice,151.8175354,F#,0.839882552624,not_happy
Backin' It Up,2019-03-02,Pardison Fontaine Featuring Cardi B,47,53.0,40,19,737b1774-76b5-428d-a7e8-e6d127f0a2d9,,,,,,,,,
Needy,2019-03-02,Ariana Grande,48,14.0,14,2,72436ce7-c14d-48c6-9e48-c166ac4a5db4,,,,,,87.0768356323,,0.87179505825,
Red Room,2019-03-02,Offset,49,,49,1,c6e7d259-e805-48ad-a553-f5276018e54d,danceable,rhy,male,not_aggressive,voice,112.180648804,C,0.854548513889,not_happy
Talk,2019-03-02,Khalid,50,44.0,44,2,31dc0c27-2927-48a6-b622-823c15f824b4,,,,,,,,,
Girl Like You,2019-03-02,Jason Aldean,51,55.0,46,13,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy
Bloodline,2019-03-02,Ariana Grande,53,22.0,22,2,a44e3acf-3f44-4f86-91e7-8c8d944aa3a0,danceable,dan,female,not_aggressive,instrumental,151.922088623,D,0.925915896893,happy
What Makes You Country,2019-03-02,Luke Bryan,54,64.0,54,8,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
Lost In The Fire,2019-03-02,Gesaffelstein & The Weeknd,61,58.0,27,6,704c3bd0-e889-42bb-9c34-34c2a79a7060,danceable,dan,female,not_aggressive,voice,100.971824646,G,0.912136137486,not_happy
Ghostin,2019-03-02,Ariana Grande,62,25.0,25,2,d49256c4-4657-450a-8758-c12493c6244a,,,,,,103.751998901,,0.762028574944,
Undecided,2019-03-02,Chris Brown,65,63.0,35,7,91b675f6-d2f4-4061-918d-e5c8063eac84,danceable,pop,female,not_aggressive,instrumental,128.075271606,A#,0.906947493553,not_happy
Millionaire,2019-03-02,Chris Stapleton,66,66.0,66,11,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Here Tonight,2019-03-02,Brett Young,67,92.0,67,7,562c319d-570d-4c6f-bdd7-98b0bb993af1,danceable,roc,male,not_aggressive,voice,95.8107070923,B,0.810961723328,not_happy
Calling My Spirit,2019-03-02,Kodak Black,68,71.0,46,12,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy
Sixteen,2019-03-02,Thomas Rhett,69,69.0,42,15,4ac01c59-c53e-433e-8908-ef536a0a97ec,,,,,,,,,
Love Someone,2019-03-02,Lukas Graham,70,70.0,70,8,c66ab8df-a941-4d63-8ae6-925fe85e8162,,,,,,,,,
Armed And Dangerous,2019-03-02,Juice WRLD,71,65.0,44,15,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Close Friends,2019-03-02,Lil Baby,73,68.0,28,17,5289ec9d-42ba-44ef-b5b6-40d2f0808efb,,,,,,,,,
In My Head,2019-03-02,Ariana Grande,74,38.0,38,2,12aa86e5-fa40-463d-8d9e-2ba46f51f3dc,,,,,,,,,
Talk You Out Of It,2019-03-02,Florida Georgia Line,80,,80,1,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Miss Me More,2019-03-02,Kelsea Ballerini,81,91.0,81,3,9fadef88-9f19-4b9b-a67f-f369eb78dd2c,danceable,pop,female,not_aggressive,voice,95.9835739136,D,0.897515833378,not_happy
Burn Out,2019-03-02,Midland,83,85.0,83,7,f3cc70b6-e05e-432d-9c4d-1f939e1c225f,,,,,,,,,
Eyes On You,2019-03-02,Chase Rice,84,,84,1,050ca7bc-7cba-459a-bbd0-10bba97847f0,not_danceable,pop,male,not_aggressive,voice,97.0157775879,A,0.869120717049,not_happy
365,2019-03-02,Zedd & Katy Perry,86,,86,1,e340a1b8-04ab-46b3-afcb-835b0d6579a0,danceable,pop,female,not_aggressive,instrumental,97.9899597168,G,0.880115568638,not_happy
Worth It,2019-03-02,YK Osiris,87,,87,1,b286186b-0689-4236-a57b-3fbe7ef8d3bc,danceable,jaz,female,not_aggressive,instrumental,123.633758545,F,0.835866451263,happy
When The Party's Over,2019-03-02,Billie Eilish,88,78.0,52,18,ff1654d5-1862-4149-96ec-cd0d0539173a,,,,,,,,,
Yosemite,2019-03-02,Travis Scott,89,90.0,25,18,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy
Shot Clock,2019-03-02,Ella Mai,90,81.0,81,4,210589a9-8323-4ee7-836a-1c07b53080ae,,,,,,,,,
There Was This Girl,2019-03-02,Riley Green,91,,91,1,fd1d671d-38c3-4a6c-8b34-1130d7d467d7,danceable,roc,male,not_aggressive,voice,128.055374146,C#,0.95406383276,happy
On My Way To You,2019-03-02,Cody Johnson,93,100.0,91,4,c9420dc8-1d90-444a-9caf-9e07863fdf62,not_danceable,pop,female,not_aggressive,voice,156.397994995,C#,0.765996813774,happy
One That Got Away,2019-03-02,Michael Ray,100,,100,1,e49ad96d-6ed2-4952-b3ca-0f3a3a2879de,,,,,,,,,
Shallow,2019-03-09,Lady Gaga & Bradley Cooper,1,21.0,1,22,e8191687-56bf-4e69-860f-a898735ec268,,,,,,,,,
7 Rings,2019-03-09,Ariana Grande,2,1.0,1,6,7203c23a-5f31-4847-a50e-8a67bb26b43b,,,,,,139.925857544,,0.491832822561,
Without Me,2019-03-09,Halsey,3,2.0,1,21,e8460878-6581-4d57-9692-aee1d15009e7,,,,,,,,,
Sunflower (Spider-Man: Into The Spider-Verse),2019-03-09,Post Malone & Swae Lee,4,3.0,1,19,74ce027a-e5a1-47f4-8997-68d89febca3f,,,,,,,,,
Middle Child,2019-03-09,J. Cole,5,11.0,4,6,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy
Happier,2019-03-09,Marshmello & Bastille,6,6.0,2,28,623b7611-08d9-4115-acd6-69f734dd3f24,danceable,pop,male,not_aggressive,voice,99.6053237915,A#,0.852668881416,not_happy
"Thank U, Next",2019-03-09,Ariana Grande,7,4.0,1,17,274b3a7b-64bd-4af3-9af9-dd41277ddc17,danceable,pop,female,not_aggressive,instrumental,106.948425293,A#,0.90352076292,happy
Wow.,2019-03-09,Post Malone,8,10.0,8,10,598d2cde-c0f1-4d99-9089-b878eb833867,,,,,,,,,
Thotiana,2019-03-09,Blueface,9,13.0,9,7,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy
Sicko Mode,2019-03-09,Travis Scott,10,7.0,1,30,b7326a80-8332-4ee0-8238-d6737efba347,danceable,hip,male,not_aggressive,voice,154.818984985,A#,0.832165181637,not_happy
High Hopes,2019-03-09,Panic! At The Disco,11,9.0,4,30,f3e9f6f4-130c-420f-b90e-aa1bad4263b5,,,,,,,,,
Eastside,2019-03-09,"benny blanco, Halsey & Khalid",12,12.0,9,33,787087cb-cb94-442d-98dd-2eddc59f1f84,danceable,rhy,female,not_aggressive,voice,89.8307800293,D,0.846083641052,not_happy
A Lot,2019-03-09,21 Savage,18,17.0,12,10,4d4219b0-cd63-4d14-80df-cf0404fdb9a7,danceable,dan,female,not_aggressive,voice,146.030685425,F,0.949827253819,not_happy
Drip Too Hard,2019-03-09,Lil Baby & Gunna,19,18.0,4,24,f65108f7-c7ea-4c86-be42-fff229d8cbfb,,,,,,,,,
Money,2019-03-09,Cardi B,20,16.0,13,19,554be879-81c1-4202-9c45-286af561182f,danceable,hip,female,not_aggressive,voice,130.017349243,A#,0.794337213039,not_happy
Better,2019-03-09,Khalid,21,20.0,18,24,ba73118f-7c13-43f6-933c-9f048fe8c01f,danceable,hip,female,not_aggressive,instrumental,97.8721160889,A#,0.894053637981,not_happy
Dancing With A Stranger,2019-03-09,Sam Smith & Normani,22,25.0,22,7,aa243e48-c9f6-4753-8b42-b2342bb8988b,danceable,rhy,male,not_aggressive,voice,102.938369751,F,0.958320140839,not_happy
Beautiful Crazy,2019-03-09,Luke Combs,23,23.0,23,16,6d95ede5-1d26-43b4-b53a-56f2cbe0958b,,,,,,,,,
Sweet But Psycho,2019-03-09,Ava Max,24,29.0,24,11,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy
Better Now,2019-03-09,Post Malone,27,28.0,3,44,2b632288-0cca-4cc8-85cc-8272f862920e,danceable,pop,female,not_aggressive,voice,144.721481323,A#,0.792555332184,not_happy
Robbery,2019-03-09,Juice WRLD,28,27.0,27,2,f13e6235-1579-452c-ba1e-f4d365abc7f1,danceable,rhy,female,not_aggressive,voice,80.0631942749,D,0.741628170013,happy
Be Alright,2019-03-09,Dean Lewis,29,30.0,29,18,bc664cd2-c985-4d20-85a2-31872a09e170,,,,,,,,,
You Say,2019-03-09,Lauren Daigle,30,34.0,30,33,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy
Youngblood,2019-03-09,5 Seconds Of Summer,31,26.0,7,39,8c699381-20d8-44da-916f-fdbc009fe6cd,,,,,,,,,
Tequila,2019-03-09,Dan + Shay,32,31.0,21,43,9703cf42-53d5-42e1-8159-93ff890eec3e,danceable,pop,male,not_aggressive,voice,85.9320831299,B,0.89390206337,not_happy
Leave Me Alone,2019-03-09,Flipp Dinero,37,35.0,20,24,473f3033-87c5-49db-83df-b751cbb6108d,danceable,rhy,female,not_aggressive,voice,150.245819092,A#,0.787597715855,not_happy
I Like It,2019-03-09,"Cardi B, Bad Bunny & J Balvin",39,33.0,1,47,93951877-d1ad-4ebd-a41a-3d818d237cca,danceable,hip,male,not_aggressive,instrumental,135.991790771,F,0.845757007599,not_happy
Lucid Dreams,2019-03-09,Juice WRLD,40,41.0,2,42,9ee6446d-445c-4737-b6ca-f441a0b905e2,,,,,,,,,
Bury A Friend,2019-03-09,Billie Eilish,41,32.0,14,5,2b3f76db-e3ff-4d48-bb1b-6df14b907191,,,,,,,,,
Envy Me,2019-03-09,Calboy,42,42.0,41,11,4c13c951-2c72-4f02-a0d2-33768e997281,danceable,rhy,female,not_aggressive,voice,148.935302734,G#,0.729880750179,not_happy
Mo Bamba,2019-03-09,Sheck Wes,43,40.0,6,27,82cf3d08-8b34-400e-bfdb-edaea9ff369e,,,,,,,,,
Take It From Me,2019-03-09,Jordan Davis,46,59.0,46,9,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy
Always Remember Us This Way,2019-03-09,Lady Gaga,47,,41,7,5491dd38-cded-4f23-b17d-6cd35e9fd60c,,,,,,,,,
Backin' It Up,2019-03-09,Pardison Fontaine Featuring Cardi B,48,47.0,40,20,737b1774-76b5-428d-a7e8-e6d127f0a2d9,,,,,,,,,
Red Room,2019-03-09,Offset,50,49.0,49,2,c6e7d259-e805-48ad-a553-f5276018e54d,danceable,rhy,male,not_aggressive,voice,112.180648804,C,0.854548513889,not_happy
This Is It,2019-03-09,Scotty McCreery,51,45.0,42,12,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy
Millionaire,2019-03-09,Chris Stapleton,57,66.0,57,12,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy
Girl Like You,2019-03-09,Jason Aldean,58,51.0,46,14,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy
Needy,2019-03-09,Ariana Grande,60,48.0,14,3,72436ce7-c14d-48c6-9e48-c166ac4a5db4,,,,,,87.0768356323,,0.87179505825,
What Makes You Country,2019-03-09,Luke Bryan,61,54.0,54,9,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy
I'll Never Love Again,2019-03-09,Lady Gaga,62,,36,7,4ce8cb01-f35a-475e-a779-88c33faf43d1,,,,,,,,,
Undecided,2019-03-09,Chris Brown,63,65.0,35,8,82147351-014c-4b3b-aca2-35130e6553ab,danceable,pop,female,not_aggressive,instrumental,123.2605896,A#,0.903828918934,not_happy
NASA,2019-03-09,Ariana Grande,68,46.0,17,3,e9ac7a68-d666-4dc6-9e9e-619e2d5fd359,danceable,rhy,female,not_aggressive,voice,151.8175354,F#,0.839882552624,not_happy
Burn Out,2019-03-09,Midland,69,83.0,69,8,f3cc70b6-e05e-432d-9c4d-1f939e1c225f,,,,,,,,,
Outstanding,2019-03-09,Gunna,70,,70,1,e9263a01-e25c-4e11-81d5-0f4b46ec4ecf,,,,,,,,,
Here Tonight,2019-03-09,Brett Young,71,67.0,67,8,562c319d-570d-4c6f-bdd7-98b0bb993af1,danceable,roc,male,not_aggressive,voice,95.8107070923,B,0.810961723328,not_happy
One Call,2019-03-09,Gunna,78,,56,2,36d93581-fca5-4888-82a7-594465669d7d,danceable,hip,female,not_aggressive,voice,147.021957397,A,0.712452530861,not_happy
Armed And Dangerous,2019-03-09,Juice WRLD,79,71.0,44,16,80cbf2b8-3a77-40c9-9f3f-95010bbb6ff3,,,,,,,,,
Down To The Honkytonk,2019-03-09,Jake Owen,80,77.0,74,9,63e2157b-6d6d-4b91-afe2-00cd3ba69907,,,,,,,,,
Shot Clock,2019-03-09,Ella Mai,81,90.0,81,5,210589a9-8323-4ee7-836a-1c07b53080ae,,,,,,,,,
Miss Me More,2019-03-09,Kelsea Ballerini,82,81.0,81,4,e386e906-803b-4477-9e7c-d41a83e8c8c9,,,,,,,,,
Calling My Spirit,2019-03-09,Kodak Black,83,68.0,46,13,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy
Imagine,2019-03-09,Ariana Grande,85,58.0,21,8,4c29857e-06f1-4c17-b459-e7f74651f74f,,,,,,124.977020264,,0.899888813496,
Lick,2019-03-09,Offset,86,,86,1,d9ddb838-a66b-4500-acdb-f2255cb6c3d5,danceable,rhy,female,not_aggressive,voice,102.993667603,B,0.941383361816,not_happy
Girls Need Love,2019-03-09,Summer Walker X Drake,87,,87,1,7af02def-5946-4ac9-9478-a3de97ee497e,danceable,rhy,female,not_aggressive,voice,96.9749145508,A,0.834000170231,not_happy
Eyes On You,2019-03-09,Chase Rice,88,84.0,84,2,050ca7bc-7cba-459a-bbd0-10bba97847f0,not_danceable,pop,male,not_aggressive,voice,97.0157775879,A,0.869120717049,not_happy
Love Someone,2019-03-09,Lukas Graham,89,70.0,70,9,2cf83875-5a44-49a8-94ed-90585358eaab,danceable,pop,female,not_aggressive,voice,85.9204559326,F,0.678650677204,not_happy
Bad Idea,2019-03-09,Ariana Grande,90,55.0,27,3,c8645b2d-2646-400b-ae29-09473314d538,,,,,,,,,
Speed It Up,2019-03-09,Gunna,91,,91,1,0f55288a-6707-4180-9a6b-b4bbb1c6625e,danceable,hip,female,not_aggressive,instrumental,142.942840576,A#,0.941551208496,not_happy
Put A Date On It,2019-03-09,Yo Gotti Featuring Lil Baby,96,75.0,59,5,e5f7fed2-4c4e-432d-bb6b-d0d21d9e64cb,,,,,,,,,
Talk You Out Of It,2019-03-09,Florida Georgia Line,98,80.0,80,2,0051dafd-d42c-4809-9769-e65470ab3690,danceable,pop,male,not_aggressive,voice,119.985923767,E,0.892646491528,happy
Make It Sweet,2019-03-09,Old Dominion,99,96.0,84,9,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy
Faucet Failure,2019-03-09,Ski Mask The Slump God,100,,100,1,3d905025-e0df-407c-a140-3e92e994fe96,danceable,hip,male,not_aggressive,voice,99.95652771,A#,0.921245336533,not_happy
Sucker,2019-03-16,Jonas Brothers,1,,1,1,31148286-91df-454f-a309-8e16767fac61,danceable,rhy,female,not_aggressive,voice,137.986099243,F#,0.924671113491,not_happy
7 Rings,2019-03-16,Ariana Grande,2,2.0,1,7,fc8a804f-7c62-4e99-b614-1f7eb75a9482,,,,,,,,,
Please Me,2019-03-16,Cardi B & Bruno Mars,3,14.0,3,3,55f79efc-74a6-45db-ae73-6cc65f2d429e,danceable,pop,female,not_aggressive,instrumental,133.931793213,A#,0.871096134186,not_happy
Sunflower (Spider-Man: Into The Spider-Verse),2019-03-16,Post Malone & Swae Lee,4,4.0,1,20,74ce027a-e5a1-47f4-8997-68d89febca3f,,,,,,,,,
Without Me,2019-03-16,Halsey,5,3.0,1,22,e8460878-6581-4d57-9692-aee1d15009e7,,,,,,,,,
Shallow,2019-03-16,Lady Gaga & Bradley Cooper,6,1.0,1,23,e8191687-56bf-4e69-860f-a898735ec268,,,,,,,,,
Wow.,2019-03-16,Post Malone,7,8.0,7,11,598d2cde-c0f1-4d99-9089-b878eb833867,,,,,,,,,
Happier,2019-03-16,Marshmello & Bastille,8,6.0,2,29,56fd881e-ee97-4b56-a3d9-bf4b177fd619,danceable,pop,male,not_aggressive,voice,99.7781143188,A#,0.840327262878,happy
Middle Child,2019-03-16,J. Cole,9,5.0,4,7,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy
Sicko Mode,2019-03-16,Travis Scott,10,10.0,1,31,69913c93-47b1-4196-acc9-f492f6db35f5,,,,,,,,,
