song,artist,this_week,last_week,peak_position,weeks_on_chart
Love (Can Make You Happy),Mercy,11,15,11,5
Gimme Gimme Good Lovin',Crazy Elephant,12,12,12,11
These Eyes,The Guess Who,13,14,13,6
Only The Strong Survive,Jerry Butler,14,5,4,11
The Chokin' Kind,Joe Simon,15,18,15,8
Do Your Thing,The Watts 103rd Street Rhythm Band,16,16,11,15
Gitarzan,Ray Stevens,17,20,17,6
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,18,40,18,3
Galveston,Glen Campbell,19,10,4,11
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",James Brown,20,21,20,6
Twenty-Five Miles,Edwin Starr,21,13,6,13
Dizzy,Tommy Roe,22,11,1,15
Grazing In The Grass,The Friends Of Distinction,23,35,23,6
Goodbye,Mary Hopkin,24,27,24,4
Pinball Wizard,The Who,25,25,25,6
Don't Give In To Him,Gary Puckett And The Union Gap,26,17,15,9
My Way,Frank Sinatra,27,29,27,7
The Composer,Diana Ross & The Supremes,28,31,28,4
Too Busy Thinking About My Baby,Marvin Gaye,29,54,29,3
I Can't See Myself Leaving You,Aretha Franklin,30,33,30,4
More Today Than Yesterday,Spiral Starecase,31,37,31,6
Will You Be Staying After Sunday,The Peppermint Rainbow,32,32,32,13
Happy Heart,Andy Williams,33,38,33,5
To Know You Is To Love You,Bobby Vinton,34,34,34,6
Stand!,Sly & The Family Stone,35,36,35,5
Morning Girl,The Neon Philharmonic,36,51,36,6
I Can Hear Music,The Beach Boys,37,28,24,10
Brother Love's Travelling Salvation Show,Neil Diamond,38,22,22,12
Mercy,Ohio Express,39,30,30,7
Don't Let Me Down,The Beatles With Billy Preston,40,,40,1
In The Ghetto,Elvis Presley,41,79,41,2
The River Is Wide,The Grass Roots,42,43,42,5
Seattle,Perry Como,43,44,43,5
Where's The Playground Susie,Glen Campbell,44,59,44,2
Earth Angel (Will You Be Mine),The Vogues,45,47,45,4
Nothing But A Heartache,The Flirtations,46,50,46,10
Cissy Strut,The Meters,47,55,47,5
Buying A Book,Joe Tex,48,53,48,5
Don't Touch Me,Bettye Swann,49,48,38,10
Day Is Done,"Peter, Paul & Mary",50,66,50,3
Heather Honey,Tommy Roe,51,62,51,3
"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,52,52,52,6
Proud Mary,Solomon Burke,53,77,53,2
Bad Moon Rising,Creedence Clearwater Revival,54,80,54,2
The Way It Used To Be,Engelbert Humperdinck,55,42,42,11
It's Only Love,B.J. Thomas,56,45,45,8
Foolish Fool,Dee Dee Warwick,57,63,57,8
One,Three Dog Night,58,84,58,2
Lodi,Creedence Clearwater Revival,59,78,59,2
I've Been Hurt,Bill Deal & The Rhondels,60,71,60,4
Sorry Suzanne,The Hollies,61,69,61,4
Happy Heart,Petula Clark,62,68,62,5
Everyday With You Girl,Classics IV Featuring Dennis Yost,63,74,63,2
I'm A Drifter,Bobby Goldsboro,64,67,64,4
(We've Got) Honey Love,Martha Reeves & The Vandellas,65,70,65,4
Medicine Man (Part I),Buchanan Brothers,66,83,66,2
The Windmills Of Your Mind,Dusty Springfield,67,99,67,2
Love Is All I Have To Give,"The Checkmates, Ltd.",68,65,65,6
I Shall Be Released,The Box Tops,69,76,69,3
Where Do You Go To (My Lovely),Peter Sarstedt,70,72,70,6
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,71,,71,1
Rhythm Of The Rain,Gary Lewis And The Playboys,72,81,72,6
Testify (I Wonna),Johnnie Taylor,73,,73,1
I Could Never Lie To You,The New Colony Six,74,97,74,2
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",75,,75,1
It's Never Too Late,Steppenwolf,76,,76,1
Gentle On My Mind,Aretha Franklin,77,,77,1
I Can't Say No To You,Betty Everett,78,93,78,3
Marley Purt Drive,Jose Feliciano,79,96,79,2
"Mr. Walker, It's All Over",Billie Jo Spears,80,88,80,3
With Pen In Hand,Vikki Carr,81,89,81,2
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,82,100,82,2
Pretty World,Sergio Mendes & Brasil '66,83,85,83,2
Seven Years,The Impressions,84,94,84,3
Someday Man,The Monkees,85,,85,1
Love Is Just A Four-Letter Word,Joan Baez,86,87,86,3
Singing My Song,Tammy Wynette,87,75,75,5
"Friend, Lover, Woman, Wife",O.C. Smith,88,,88,1
Special Delivery,1910 Fruitgum Co.,89,,89,1
Truck Stop,Jerry Smith and his Pianos,90,,90,1
I've Been Loving You Too Long,Ike & Tina Turner,91,95,91,3
Sunday,The Moments,92,,92,1
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,93,,93,1
What Is A Man,Four Tops,94,,94,1
Never Gonna Let Him Know,Debbie Taylor,95,98,95,3
Turn Around And Love You,Rita Coolidge,96,,96,1
Ivory,Bob Seger System,97,,97,1
Just A Little Bit,Little Milton,98,,98,1
I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner,99,,99,1
Born To Be Wild,Wilson Pickett,100,,100,1
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,1,11
Hair,The Cowsills,2,2,2,10
Get Back,The Beatles With Billy Preston,3,10,3,2
It's Your Thing,The Isley Brothers,4,3,2,10
Love (Can Make You Happy),Mercy,5,11,5,6
Hawaii Five-O,The Ventures,6,4,4,11
The Boxer,Simon & Garfunkel,7,8,7,6
Atlantis,Donovan,8,9,8,7
Gitarzan,Ray Stevens,9,17,9,7
These Eyes,The Guess Who,10,13,10,7
You've Made Me So Very Happy,"Blood, Sweat & Tears",11,5,2,12
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,12,18,12,4
Time Is Tight,Booker T. & The MG's,13,6,6,10
Goodbye,Mary Hopkin,14,24,14,5
The Chokin' Kind,Joe Simon,15,15,15,9
Only The Strong Survive,Jerry Butler,16,14,4,12
Gimme Gimme Good Lovin',Crazy Elephant,17,12,12,12
Sweet Cherry Wine,Tommy James And The Shondells,18,7,7,9
Grazing In The Grass,The Friends Of Distinction,19,23,19,7
Pinball Wizard,The Who,20,25,20,7
Do Your Thing,The Watts 103rd Street Rhythm Band,21,16,11,16
Stand!,Sly & The Family Stone,22,35,22,6
In The Ghetto,Elvis Presley,23,41,23,3
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",James Brown,24,20,20,7
Too Busy Thinking About My Baby,Marvin Gaye,25,29,25,4
More Today Than Yesterday,Spiral Starecase,26,31,26,7
The Composer,Diana Ross & The Supremes,27,28,27,5
Twenty-Five Miles,Edwin Starr,28,21,6,14
Happy Heart,Andy Williams,29,33,29,6
I Can't See Myself Leaving You,Aretha Franklin,30,30,30,5
Galveston,Glen Campbell,31,19,4,12
My Way,Frank Sinatra,32,27,27,8
Bad Moon Rising,Creedence Clearwater Revival,33,54,33,3
Where's The Playground Susie,Glen Campbell,34,44,34,3
Morning Girl,The Neon Philharmonic,35,36,35,7
Don't Let Me Down,The Beatles With Billy Preston,36,40,36,2
The River Is Wide,The Grass Roots,37,42,37,6
Day Is Done,"Peter, Paul & Mary",38,50,38,4
Mercy,Ohio Express,39,39,30,8
Heather Honey,Tommy Roe,40,51,40,4
Brother Love's Travelling Salvation Show,Neil Diamond,41,38,22,13
Earth Angel (Will You Be Mine),The Vogues,42,45,42,5
Seattle,Perry Como,43,43,43,6
Will You Be Staying After Sunday,The Peppermint Rainbow,44,32,32,14
Nothing But A Heartache,The Flirtations,45,46,45,11
Cissy Strut,The Meters,46,47,46,6
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,47,71,47,2
Buying A Book,Joe Tex,48,48,48,6
To Know You Is To Love You,Bobby Vinton,49,34,34,7
Proud Mary,Solomon Burke,50,53,50,3
"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,51,52,51,7
Everyday With You Girl,Classics IV Featuring Dennis Yost,52,63,52,3
One,Three Dog Night,53,58,53,3
I've Been Hurt,Bill Deal & The Rhondels,54,60,54,5
Lodi,Creedence Clearwater Revival,55,59,55,3
(We've Got) Honey Love,Martha Reeves & The Vandellas,56,65,56,5
The Windmills Of Your Mind,Dusty Springfield,57,67,57,3
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",58,75,58,2
Medicine Man (Part I),Buchanan Brothers,59,66,59,3
Testify (I Wonna),Johnnie Taylor,60,73,60,2
Sorry Suzanne,The Hollies,61,61,61,5
Special Delivery,1910 Fruitgum Co.,62,89,62,2
It's Never Too Late,Steppenwolf,63,76,63,2
I'm A Drifter,Bobby Goldsboro,64,64,64,5
I Could Never Lie To You,The New Colony Six,65,74,65,3
Born To Be Wild,Wilson Pickett,66,100,66,2
I Shall Be Released,The Box Tops,67,69,67,4
Pretty World,Sergio Mendes & Brasil '66,68,83,68,3
Love Is All I Have To Give,"The Checkmates, Ltd.",69,68,65,7
With Pen In Hand,Vikki Carr,70,81,70,3
Rhythm Of The Rain,Gary Lewis And The Playboys,71,72,71,7
Marley Purt Drive,Jose Feliciano,72,79,72,3
In-A-Gadda-Da-Vida,Iron Butterfly,73,,30,13
What Is A Man,Four Tops,74,94,74,2
I've Been Loving You Too Long,Ike & Tina Turner,75,91,75,4
Gentle On My Mind,Aretha Franklin,76,77,76,2
The April Fools,Dionne Warwick,77,,77,1
I Can't Say No To You,Betty Everett,78,78,78,4
"Friend, Lover, Woman, Wife",O.C. Smith,79,88,79,2
"Mr. Walker, It's All Over",Billie Jo Spears,80,80,80,4
Someday Man,The Monkees,81,85,81,2
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,82,82,82,3
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,83,,83,1
Seven Years,The Impressions,84,84,84,4
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,85,93,85,2
We Got More Soul,Dyke And The Blazers,86,,86,1
You Don't Need Me For Anything Anymore,Brenda Lee,87,,87,1
Never Gonna Let Him Know,Debbie Taylor,88,95,88,4
Love Is Just A Four-Letter Word,Joan Baez,89,86,86,4
Truck Stop,Jerry Smith and his Pianos,90,90,90,2
"My Wife, My Dog, My Cat",The Maskman & The Agents,91,,91,1
Sunday,The Moments,92,92,92,2
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,93,,93,1
Why I Sing The Blues,B.B. King,94,,94,1
Let Me Love You,Ray Charles,95,,95,1
Israelites,Desmond Dekker And The Aces,96,,96,1
Just A Little Bit,Little Milton,97,98,97,2
I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner,98,99,98,2
I Threw It All Away,Bob Dylan,99,,99,1
Sausalito,Al Martino,100,,100,1
Get Back,The Beatles With Billy Preston,1,3,1,3
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,2,1,1,12
Love (Can Make You Happy),Mercy,3,5,3,7
Hair,The Cowsills,4,2,2,11
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,5,12,5,5
It's Your Thing,The Isley Brothers,6,4,2,11
Atlantis,Donovan,7,8,7,8
The Boxer,Simon & Garfunkel,8,7,7,7
Gitarzan,Ray Stevens,9,9,9,8
These Eyes,The Guess Who,10,10,10,8
Hawaii Five-O,The Ventures,11,6,4,12
Grazing In The Grass,The Friends Of Distinction,12,19,12,8
The Chokin' Kind,Joe Simon,13,15,13,10
Goodbye,Mary Hopkin,14,14,14,6
Time Is Tight,Booker T. & The MG's,15,13,6,11
Too Busy Thinking About My Baby,Marvin Gaye,16,25,16,5
In The Ghetto,Elvis Presley,17,23,17,4
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,18,47,18,3
Pinball Wizard,The Who,19,20,19,8
Bad Moon Rising,Creedence Clearwater Revival,20,33,20,4
More Today Than Yesterday,Spiral Starecase,21,26,21,8
You've Made Me So Very Happy,"Blood, Sweat & Tears",22,11,2,13
Happy Heart,Andy Williams,23,29,23,7
Cissy Strut,The Meters,24,46,24,7
Stand!,Sly & The Family Stone,25,22,22,7
Gimme Gimme Good Lovin',Crazy Elephant,26,17,12,13
Sweet Cherry Wine,Tommy James And The Shondells,27,18,7,10
I Can't See Myself Leaving You,Aretha Franklin,28,30,28,6
Day Is Done,"Peter, Paul & Mary",29,38,29,5
Morning Girl,The Neon Philharmonic,30,35,30,8
The Composer,Diana Ross & The Supremes,31,27,27,6
Heather Honey,Tommy Roe,32,40,32,5
Where's The Playground Susie,Glen Campbell,33,34,33,4
Nothing But A Heartache,The Flirtations,34,45,34,12
Don't Let Me Down,The Beatles With Billy Preston,35,36,35,3
The River Is Wide,The Grass Roots,36,37,36,7
Do Your Thing,The Watts 103rd Street Rhythm Band,37,21,11,17
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",James Brown,38,24,20,8
Only The Strong Survive,Jerry Butler,39,16,4,13
The Windmills Of Your Mind,Dusty Springfield,40,57,40,4
One,Three Dog Night,41,53,41,4
Seattle,Perry Como,42,43,42,7
Don't Let The Joneses Get You Down,The Temptations,43,,43,1
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",44,58,44,3
Everyday With You Girl,Classics IV Featuring Dennis Yost,45,52,45,4
Proud Mary,Solomon Burke,46,50,46,4
Buying A Book,Joe Tex,47,48,47,7
I've Been Hurt,Bill Deal & The Rhondels,48,54,48,6
Special Delivery,1910 Fruitgum Co.,49,62,49,3
Medicine Man (Part I),Buchanan Brothers,50,59,50,4
Earth Angel (Will You Be Mine),The Vogues,51,42,42,6
Lodi,Creedence Clearwater Revival,52,55,52,4
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,53,83,53,2
I'm A Drifter,Bobby Goldsboro,54,64,54,6
Testify (I Wonna),Johnnie Taylor,55,60,55,3
The April Fools,Dionne Warwick,56,77,56,2
I Could Never Lie To You,The New Colony Six,57,65,57,4
Sorry Suzanne,The Hollies,58,61,58,6
It's Never Too Late,Steppenwolf,59,63,59,3
"Friend, Lover, Woman, Wife",O.C. Smith,60,79,60,3
See,The Rascals,61,,61,1
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,62,85,62,3
What Is A Man,Four Tops,63,74,63,3
With Pen In Hand,Vikki Carr,64,70,64,4
Born To Be Wild,Wilson Pickett,65,66,65,3
Pretty World,Sergio Mendes & Brasil '66,66,68,66,4
I Shall Be Released,The Box Tops,67,67,67,5
(We've Got) Honey Love,Martha Reeves & The Vandellas,68,56,56,6
I've Been Loving You Too Long,Ike & Tina Turner,69,75,69,5
Marley Purt Drive,Jose Feliciano,70,72,70,4
Rhythm Of The Rain,Gary Lewis And The Playboys,71,71,71,8
In-A-Gadda-Da-Vida,Iron Butterfly,72,73,30,14
We Got More Soul,Dyke And The Blazers,73,86,73,2
Israelites,Desmond Dekker And The Aces,74,96,74,2
So I Can Love You,The Emotions,75,,75,1
Gentle On My Mind,Aretha Franklin,76,76,76,3
Love Man,Otis Redding,77,,77,1
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,78,93,78,2
Love Me Tonight,Tom Jones,79,,79,1
Color Him Father,The Winstons,80,,80,1
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,81,82,81,4
I Can Sing A Rainbow/Love Is Blue,The Dells,82,,82,1
Good Morning Starshine,Oliver,83,,83,1
Why I Sing The Blues,B.B. King,84,94,84,2
Truck Stop,Jerry Smith and his Pianos,85,90,85,3
You Don't Need Me For Anything Anymore,Brenda Lee,86,87,86,2
Good Morning Starshine,Strawberry Alarm Clock,87,,87,1
Never Gonna Let Him Know,Debbie Taylor,88,88,88,5
I Want To Take You Higher,Sly & The Family Stone,89,,89,1
Sunday,The Moments,90,92,90,3
"My Wife, My Dog, My Cat",The Maskman & The Agents,91,91,91,2
I Threw It All Away,Bob Dylan,92,99,92,2
Let's Dance,Ola & The Janglers,93,,93,1
Let Me Love You,Ray Charles,94,95,94,2
"Baby, I Love You",Andy Kim,95,,95,1
But It's Alright,J.J. Jackson,96,,22,14
Too Experienced,Eddie Lovette,97,,97,1
Here We Go Again,Nancy Sinatra,98,,98,1
Sausalito,Al Martino,99,100,99,2
Memphis Underground,Herbie Mann,100,,100,1
Get Back,The Beatles With Billy Preston,1,1,1,4
Love (Can Make You Happy),Mercy,2,3,2,8
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,3,2,1,13
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,4,5,4,6
Hair,The Cowsills,5,4,2,12
These Eyes,The Guess Who,6,10,6,9
Atlantis,Donovan,7,7,7,9
Gitarzan,Ray Stevens,8,9,8,9
In The Ghetto,Elvis Presley,9,17,9,5
Grazing In The Grass,The Friends Of Distinction,10,12,10,9
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,11,18,11,4
The Boxer,Simon & Garfunkel,12,8,7,8
Goodbye,Mary Hopkin,13,14,13,7
Bad Moon Rising,Creedence Clearwater Revival,14,20,14,5
Too Busy Thinking About My Baby,Marvin Gaye,15,16,15,6
It's Your Thing,The Isley Brothers,16,6,2,12
Hawaii Five-O,The Ventures,17,11,4,13
Time Is Tight,Booker T. & The MG's,18,15,6,12
More Today Than Yesterday,Spiral Starecase,19,21,19,9
Pinball Wizard,The Who,20,19,19,9
Morning Girl,The Neon Philharmonic,21,30,21,9
Happy Heart,Andy Williams,22,23,22,8
One,Three Dog Night,23,41,23,5
Cissy Strut,The Meters,24,24,24,8
The Chokin' Kind,Joe Simon,25,13,13,11
Where's The Playground Susie,Glen Campbell,26,33,26,5
Day Is Done,"Peter, Paul & Mary",27,29,27,6
I Can't See Myself Leaving You,Aretha Franklin,28,28,28,7
Heather Honey,Tommy Roe,29,32,29,6
Everyday With You Girl,Classics IV Featuring Dennis Yost,30,45,30,5
The River Is Wide,The Grass Roots,31,36,31,8
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",32,44,32,4
Stand!,Sly & The Family Stone,33,25,22,8
Nothing But A Heartache,The Flirtations,34,34,34,13
Don't Let The Joneses Get You Down,The Temptations,35,43,35,2
I've Been Hurt,Bill Deal & The Rhondels,36,48,36,7
The Windmills Of Your Mind,Dusty Springfield,37,40,37,5
Seattle,Perry Como,38,42,38,8
Medicine Man (Part I),Buchanan Brothers,39,50,39,5
Testify (I Wonna),Johnnie Taylor,40,55,40,4
Israelites,Desmond Dekker And The Aces,41,74,41,3
Don't Let Me Down,The Beatles With Billy Preston,42,35,35,4
See,The Rascals,43,61,43,2
Special Delivery,1910 Fruitgum Co.,44,49,44,4
Love Me Tonight,Tom Jones,45,79,45,2
Proud Mary,Solomon Burke,46,46,46,5
The April Fools,Dionne Warwick,47,56,47,3
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,48,53,48,3
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,49,62,49,4
I'm A Drifter,Bobby Goldsboro,50,54,50,7
It's Never Too Late,Steppenwolf,51,59,51,4
I Could Never Lie To You,The New Colony Six,52,57,52,5
What Is A Man,Four Tops,53,63,53,4
"Friend, Lover, Woman, Wife",O.C. Smith,54,60,54,4
With Pen In Hand,Vikki Carr,55,64,55,5
Sorry Suzanne,The Hollies,56,58,56,7
Good Morning Starshine,Oliver,57,83,57,2
Buying A Book,Joe Tex,58,47,47,8
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,59,78,59,3
Tomorrow Tomorrow,Bee Gees,60,,60,1
No Matter What Sign You Are,Diana Ross & The Supremes,61,,61,1
Pretty World,Sergio Mendes & Brasil '66,62,66,62,5
I Turned You On,The Isley Brothers,63,,63,1
Born To Be Wild,Wilson Pickett,64,65,64,4
Rhythm Of The Rain,Gary Lewis And The Playboys,65,71,65,9
I Can Sing A Rainbow/Love Is Blue,The Dells,66,82,66,2
We Got More Soul,Dyke And The Blazers,67,73,67,3
I've Been Loving You Too Long,Ike & Tina Turner,68,69,68,6
In-A-Gadda-Da-Vida,Iron Butterfly,69,72,30,15
My Cherie Amour,Stevie Wonder,70,,70,1
Without Her,Herb Alpert,71,,71,1
Moody Woman,Jerry Butler,72,,72,1
So I Can Love You,The Emotions,73,75,73,2
Color Him Father,The Winstons,74,80,74,2
Love Man,Otis Redding,75,77,75,2
"Baby, I Love You",Andy Kim,76,95,76,2
Truck Stop,Jerry Smith and his Pianos,77,85,77,4
Spinning Wheel,"Blood, Sweat & Tears",78,,78,1
The Minotaur,Dick Hyman & His Electric Eclectics,79,,79,1
I Can't Quit Her,The Arbors,80,,80,1
The Popcorn,James Brown,81,,81,1
Sincerely,Paul Anka,82,,82,1
Why I Sing The Blues,B.B. King,83,84,83,3
You Don't Need Me For Anything Anymore,Brenda Lee,84,86,84,3
But It's Alright,J.J. Jackson,85,96,22,15
Never Gonna Let Him Know,Debbie Taylor,86,88,86,6
Good Morning Starshine,Strawberry Alarm Clock,87,87,87,2
I Want To Take You Higher,Sly & The Family Stone,88,89,88,2
I Threw It All Away,Bob Dylan,89,92,89,3
Hushabye,Jay & The Americans,90,,90,1
Memphis Underground,Herbie Mann,91,100,91,2
Brown Arms In Houston,Orpheus,92,,92,1
Let's Dance,Ola & The Janglers,93,93,93,2
I Need You Now,Ronnie Dove,94,,94,1
Running Bear,Sonny James,95,,95,1
Hurt So Bad,The Lettermen,96,,96,1
Too Experienced,Eddie Lovette,97,97,97,2
Here We Go Again,Nancy Sinatra,98,98,98,2
Sausalito,Al Martino,99,99,99,3
Son Of A Travelin' Man,Ed Ames,100,,100,1
Get Back,The Beatles With Billy Preston,1,1,1,5
Love (Can Make You Happy),Mercy,2,2,2,9
Grazing In The Grass,The Friends Of Distinction,3,10,3,10
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,4,4,4,7
Bad Moon Rising,Creedence Clearwater Revival,5,14,5,6
In The Ghetto,Elvis Presley,6,9,6,6
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,7,3,1,14
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,8,11,8,5
These Eyes,The Guess Who,9,6,6,10
Too Busy Thinking About My Baby,Marvin Gaye,10,15,10,7
Gitarzan,Ray Stevens,11,8,8,10
Atlantis,Donovan,12,7,7,10
Hair,The Cowsills,13,5,2,13
One,Three Dog Night,14,23,14,6
More Today Than Yesterday,Spiral Starecase,15,19,15,10
Goodbye,Mary Hopkin,16,13,13,8
Morning Girl,The Neon Philharmonic,17,21,17,10
Israelites,Desmond Dekker And The Aces,18,41,18,4
It's Your Thing,The Isley Brothers,19,16,2,13
The Boxer,Simon & Garfunkel,20,12,7,9
Time Is Tight,Booker T. & The MG's,21,18,6,13
Happy Heart,Andy Williams,22,22,22,9
Cissy Strut,The Meters,23,24,23,9
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",24,32,24,5
Don't Let The Joneses Get You Down,The Temptations,25,35,25,3
Where's The Playground Susie,Glen Campbell,26,26,26,6
Day Is Done,"Peter, Paul & Mary",27,27,27,7
The Chokin' Kind,Joe Simon,28,25,13,12
Everyday With You Girl,Classics IV Featuring Dennis Yost,29,30,29,6
Good Morning Starshine,Oliver,30,57,30,3
The River Is Wide,The Grass Roots,31,31,31,9
Hawaii Five-O,The Ventures,32,17,4,14
Spinning Wheel,"Blood, Sweat & Tears",33,78,33,2
The Windmills Of Your Mind,Dusty Springfield,34,37,34,6
See,The Rascals,35,43,35,3
I've Been Hurt,Bill Deal & The Rhondels,36,36,36,8
Medicine Man (Part I),Buchanan Brothers,37,39,37,6
Love Me Tonight,Tom Jones,38,45,38,3
Testify (I Wonna),Johnnie Taylor,39,40,39,5
The April Fools,Dionne Warwick,40,47,40,4
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,41,48,41,4
Pinball Wizard,The Who,42,20,19,10
Special Delivery,1910 Fruitgum Co.,43,44,43,5
Heather Honey,Tommy Roe,44,29,29,7
Proud Mary,Solomon Burke,45,46,45,6
No Matter What Sign You Are,Diana Ross & The Supremes,46,61,46,2
Seattle,Perry Como,47,38,38,9
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,48,49,48,5
I'm A Drifter,Bobby Goldsboro,49,50,49,8
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,50,59,50,4
